GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Households with one or more people under 18 years:,Margin of Error; Households with one or more people under 18 years:,Estimate; Households with one or more people under 18 years: - Family households:,Margin of Error; Households with one or more people under 18 years: - Family households:,Estimate; Households with one or more people under 18 years: - Family households: - Married-couple family,Margin of Error; Households with one or more people under 18 years: - Family households: - Married-couple family,Estimate; Households with one or more people under 18 years: - Family households: - Other family:,Margin of Error; Households with one or more people under 18 years: - Family households: - Other family:,"Estimate; Households with one or more people under 18 years: - Family households: - Other family: - Male householder, no wife present","Margin of Error; Households with one or more people under 18 years: - Family households: - Other family: - Male householder, no wife present","Estimate; Households with one or more people under 18 years: - Family households: - Other family: - Female householder, no husband present","Margin of Error; Households with one or more people under 18 years: - Family households: - Other family: - Female householder, no husband present",Estimate; Households with one or more people under 18 years: - Nonfamily households:,Margin of Error; Households with one or more people under 18 years: - Nonfamily households:,Estimate; Households with one or more people under 18 years: - Nonfamily households: - Male householder,Margin of Error; Households with one or more people under 18 years: - Nonfamily households: - Male householder,Estimate; Households with one or more people under 18 years: - Nonfamily households: - Female householder,Margin of Error; Households with one or more people under 18 years: - Nonfamily households: - Female householder,Estimate; Households with no people under 18 years:,Margin of Error; Households with no people under 18 years:,Estimate; Households with no people under 18 years: - Family households:,Margin of Error; Households with no people under 18 years: - Family households:,Estimate; Households with no people under 18 years: - Family households: - Married-couple family,Margin of Error; Households with no people under 18 years: - Family households: - Married-couple family,Estimate; Households with no people under 18 years: - Family households: - Other family:,Margin of Error; Households with no people under 18 years: - Family households: - Other family:,"Estimate; Households with no people under 18 years: - Family households: - Other family: - Male householder, no wife present","Margin of Error; Households with no people under 18 years: - Family households: - Other family: - Male householder, no wife present","Estimate; Households with no people under 18 years: - Family households: - Other family: - Female householder, no husband present","Margin of Error; Households with no people under 18 years: - Family households: - Other family: - Female householder, no husband present",Estimate; Households with no people under 18 years: - Nonfamily households:,Margin of Error; Households with no people under 18 years: - Nonfamily households:,Estimate; Households with no people under 18 years: - Nonfamily households: - Male householder,Margin of Error; Households with no people under 18 years: - Nonfamily households: - Male householder,Estimate; Households with no people under 18 years: - Nonfamily households: - Female householder,Margin of Error; Households with no people under 18 years: - Nonfamily households: - Female householder
1400000US17031271500,17031271500,"Census Tract 2715, Cook County, Illinois",414,52,158,56,142,49,40,25,102,45,5,9,97,45,16,21,16,21,0,11,256,61,136,50,31,20,105,50,39,37,66,48,120,48,78,43,42,28
1400000US17031271800,17031271800,"Census Tract 2718, Cook County, Illinois",276,56,184,73,184,73,22,22,162,70,0,11,162,70,0,11,0,11,0,11,92,48,49,34,19,21,30,25,0,11,30,25,43,36,17,21,26,30
1400000US17031280100,17031280100,"Census Tract 2801, Cook County, Illinois",4079,173,291,147,291,147,246,140,45,42,13,21,32,37,0,15,0,15,0,15,3788,206,814,196,756,170,58,54,21,33,37,43,2974,259,1441,241,1533,197
1400000US17031280400,17031280400,"Census Tract 2804, Cook County, Illinois",476,60,201,67,201,67,11,16,190,67,15,15,175,65,0,11,0,11,0,11,275,62,117,50,8,11,109,49,36,33,73,37,158,57,72,39,86,48
1400000US17031280800,17031280800,"Census Tract 2808, Cook County, Illinois",283,53,100,40,100,40,45,30,55,28,3,4,52,28,0,11,0,11,0,11,183,49,62,33,40,27,22,20,0,11,22,20,121,39,79,33,42,26
1400000US17031280900,17031280900,"Census Tract 2809, Cook County, Illinois",301,53,125,46,125,46,0,11,125,46,6,12,119,45,0,11,0,11,0,11,176,38,87,28,26,20,61,29,8,14,53,27,89,26,71,21,18,16
1400000US17031281900,17031281900,"Census Tract 2819, Cook County, Illinois",2897,204,166,77,166,77,166,77,0,11,0,11,0,11,0,11,0,11,0,11,2731,191,629,173,483,153,146,107,43,55,103,91,2102,224,1237,217,865,192
1400000US17031282700,17031282700,"Census Tract 2827, Cook County, Illinois",831,79,220,86,220,86,36,25,184,84,103,76,81,53,0,11,0,11,0,11,611,106,172,55,135,51,37,30,2,5,35,31,439,99,187,78,252,71
1400000US17031282800,17031282800,"Census Tract 2828, Cook County, Illinois",694,54,118,47,118,47,116,48,2,6,0,11,2,6,0,11,0,11,0,11,576,71,188,58,117,47,71,47,43,35,28,29,388,75,181,68,207,70
1400000US17031283100,17031283100,"Census Tract 2831, Cook County, Illinois",1149,89,345,98,345,98,42,31,303,98,61,45,242,89,0,11,0,11,0,11,804,97,211,65,148,52,63,43,22,25,41,34,593,97,289,89,304,107
1400000US17031283200,17031283200,"Census Tract 2832, Cook County, Illinois",651,63,149,41,149,41,32,19,117,44,8,12,109,44,0,11,0,11,0,11,502,67,150,54,95,46,55,32,12,19,43,25,352,69,179,53,173,64
1400000US17031283800,17031283800,"Census Tract 2838, Cook County, Illinois",1647,76,415,94,407,96,208,76,199,70,103,71,96,52,8,12,8,12,0,11,1232,102,364,103,227,67,137,73,33,25,104,68,868,118,419,107,449,96
1400000US17031290900,17031290900,"Census Tract 2909, Cook County, Illinois",1234,122,430,123,430,123,57,43,373,113,39,37,334,104,0,11,0,11,0,11,804,130,350,94,130,71,220,87,50,53,170,79,454,117,269,99,185,86
1400000US17031291200,17031291200,"Census Tract 2912, Cook County, Illinois",733,87,388,100,388,100,24,23,364,97,9,11,355,94,0,11,0,11,0,11,345,95,128,55,5,9,123,57,38,32,85,49,217,85,128,81,89,47
1400000US17031291600,17031291600,"Census Tract 2916, Cook County, Illinois",306,48,107,43,107,43,32,26,75,39,12,18,63,44,0,11,0,11,0,11,199,52,119,41,79,37,40,30,0,11,40,30,80,39,58,34,22,21
1400000US17031292200,17031292200,"Census Tract 2922, Cook County, Illinois",883,89,356,88,345,88,53,39,292,83,44,42,248,77,11,18,0,11,11,18,527,113,253,76,60,38,193,65,22,24,171,62,274,85,68,43,206,75
1400000US17031292400,17031292400,"Census Tract 2924, Cook County, Illinois",637,70,275,65,275,65,75,42,200,55,23,36,177,49,0,11,0,11,0,11,362,73,119,48,24,21,95,45,1,4,94,45,243,69,122,57,121,53
1400000US17031292500,17031292500,"Census Tract 2925, Cook County, Illinois",1260,115,545,116,545,116,108,69,437,111,79,61,358,108,0,11,0,11,0,11,715,123,358,102,157,69,201,79,69,46,132,64,357,96,116,60,241,82
1400000US17031300500,17031300500,"Census Tract 3005, Cook County, Illinois",809,84,404,92,404,92,237,84,167,58,77,43,90,46,0,11,0,11,0,11,405,86,222,76,131,59,91,49,24,27,67,41,183,67,120,57,63,38
1400000US17031300600,17031300600,"Census Tract 3006, Cook County, Illinois",800,76,442,84,442,84,321,86,121,54,50,37,71,36,0,11,0,11,0,11,358,73,255,64,104,44,151,49,65,39,86,38,103,46,65,40,38,27
1400000US17031300700,17031300700,"Census Tract 3007, Cook County, Illinois",1249,117,663,123,663,123,296,94,367,110,64,49,303,105,0,11,0,11,0,11,586,120,329,116,164,80,165,87,66,56,99,63,257,96,142,75,115,66
1400000US17031300800,17031300800,"Census Tract 3008, Cook County, Illinois",1149,99,577,132,577,132,293,105,284,109,71,54,213,102,0,11,0,11,0,11,572,131,337,115,272,104,65,40,7,11,58,39,235,94,176,91,59,45
1400000US17031300900,17031300900,"Census Tract 3009, Cook County, Illinois",1166,119,468,127,468,127,111,59,357,122,203,85,154,68,0,11,0,11,0,11,698,135,487,115,209,75,278,104,152,75,126,73,211,102,156,94,55,46
1400000US17031301100,17031301100,"Census Tract 3011, Cook County, Illinois",785,60,446,81,446,81,222,65,224,74,71,44,153,64,0,11,0,11,0,11,339,81,239,78,128,50,111,63,80,57,31,36,100,43,60,33,40,39
1400000US17031301200,17031301200,"Census Tract 3012, Cook County, Illinois",999,99,475,110,475,110,232,83,243,101,56,41,187,92,0,11,0,11,0,11,524,111,283,99,171,72,112,65,59,49,53,42,241,81,166,74,75,57
1400000US17031301600,17031301600,"Census Tract 3016, Cook County, Illinois",1208,94,600,114,585,115,389,115,196,82,82,64,114,70,15,26,15,26,0,11,608,117,380,118,236,102,144,78,120,79,24,28,228,89,103,77,125,63
1400000US17031301701,17031301701,"Census Tract 3017.01, Cook County, Illinois",990,98,611,110,611,110,389,91,222,100,31,46,191,92,0,11,0,11,0,11,379,130,174,81,154,82,20,22,10,16,10,16,205,96,161,87,44,36
1400000US17031301702,17031301702,"Census Tract 3017.02, Cook County, Illinois",1025,93,504,112,504,112,388,108,116,68,22,29,94,63,0,11,0,11,0,11,521,120,365,109,210,92,155,80,80,64,75,55,156,78,83,52,73,64
1400000US17031301801,17031301801,"Census Tract 3018.01, Cook County, Illinois",1058,89,541,149,541,149,406,138,135,86,42,43,93,82,0,11,0,11,0,11,517,143,362,144,184,93,178,113,40,44,138,101,155,80,93,63,62,57
1400000US17031301802,17031301802,"Census Tract 3018.02, Cook County, Illinois",771,109,447,98,447,98,263,92,184,75,28,28,156,73,0,11,0,11,0,11,324,98,177,78,103,62,74,46,28,35,46,33,147,75,135,76,12,19
1400000US17031301803,17031301803,"Census Tract 3018.03, Cook County, Illinois",1306,97,762,124,749,127,347,99,402,116,200,112,202,81,13,21,0,11,13,21,544,133,261,101,174,83,87,70,18,26,69,64,283,102,158,73,125,72
1400000US17031310200,17031310200,"Census Tract 3102, Cook County, Illinois",667,69,145,44,145,44,98,44,47,36,20,23,27,26,0,11,0,11,0,11,522,76,193,54,88,38,105,49,35,17,70,47,329,68,210,70,119,55
1400000US17031310300,17031310300,"Census Tract 3103, Cook County, Illinois",659,75,137,52,133,53,64,33,69,46,15,20,54,41,4,7,0,11,4,7,522,80,181,51,121,46,60,29,18,14,42,26,341,73,202,60,139,59
1400000US17031310400,17031310400,"Census Tract 3104, Cook County, Illinois",515,48,159,44,159,44,92,38,67,41,28,31,39,30,0,11,0,11,0,11,356,60,113,58,44,32,69,41,24,28,45,28,243,55,136,44,107,44
1400000US17031310500,17031310500,"Census Tract 3105, Cook County, Illinois",529,64,229,73,229,73,144,66,85,63,54,59,31,26,0,11,0,11,0,11,300,82,147,58,86,50,61,41,33,32,28,29,153,67,110,63,43,33
1400000US17031310600,17031310600,"Census Tract 3106, Cook County, Illinois",1993,163,461,157,461,157,257,143,204,104,58,67,146,92,0,15,0,15,0,15,1532,211,317,127,225,114,92,83,80,79,12,20,1215,219,657,183,558,166
1400000US17031310700,17031310700,"Census Tract 3107, Cook County, Illinois",504,66,80,42,80,42,37,31,43,30,14,17,29,26,0,11,0,11,0,11,424,72,153,58,79,46,74,45,26,24,48,36,271,63,164,59,107,43
1400000US17031310800,17031310800,"Census Tract 3108, Cook County, Illinois",1490,99,570,128,570,128,354,121,216,103,77,60,139,82,0,11,0,11,0,11,920,129,374,109,151,69,223,86,71,60,152,83,546,114,312,102,234,84
1400000US17031310900,17031310900,"Census Tract 3109, Cook County, Illinois",1631,116,636,147,636,147,289,95,347,112,189,86,158,75,0,11,0,11,0,11,995,142,461,110,265,97,196,82,35,41,161,81,534,110,358,101,176,65
1400000US17031320100,17031320100,"Census Tract 3201, Cook County, Illinois",6867,581,472,206,472,206,472,206,0,15,0,15,0,15,0,15,0,15,0,15,6395,593,1854,421,1723,419,131,99,104,104,27,35,4541,661,2129,463,2412,530
1400000US17031320400,17031320400,"Census Tract 3204, Cook County, Illinois",511,80,21,18,21,18,21,18,0,11,0,11,0,11,0,11,0,11,0,11,490,75,248,48,227,48,21,19,10,12,11,13,242,63,141,46,101,42
1400000US17031320600,17031320600,"Census Tract 3206, Cook County, Illinois",2517,186,204,124,204,124,95,65,109,119,0,11,109,119,0,11,0,11,0,11,2313,197,790,191,719,192,71,59,0,11,71,59,1523,234,714,174,809,203
1400000US17031330100,17031330100,"Census Tract 3301, Cook County, Illinois",10288,617,1650,366,1638,367,1082,263,556,273,80,88,476,284,12,21,12,21,0,17,8638,630,1794,452,1337,364,457,287,186,223,271,170,6844,720,3441,612,3403,594
1400000US17031330200,17031330200,"Census Tract 3302, Cook County, Illinois",1866,82,435,76,435,76,295,81,140,69,71,57,69,39,0,11,0,11,0,11,1431,104,421,111,358,111,63,38,29,29,34,27,1010,113,387,112,623,116
1400000US17031340300,17031340300,"Census Tract 3403, Cook County, Illinois",645,50,178,64,178,64,161,56,17,20,0,11,17,20,0,11,0,11,0,11,467,62,224,63,163,59,61,32,42,31,19,20,243,54,99,45,144,47
1400000US17031340400,17031340400,"Census Tract 3404, Cook County, Illinois",604,66,166,74,166,74,114,55,52,45,0,11,52,45,0,11,0,11,0,11,438,84,229,71,181,65,48,33,14,17,34,30,209,71,119,52,90,51
1400000US17031340500,17031340500,"Census Tract 3405, Cook County, Illinois",810,41,145,44,145,44,76,33,69,49,33,27,36,43,0,11,0,11,0,11,665,53,242,61,183,63,59,35,35,29,24,25,423,71,210,63,213,67
1400000US17031340600,17031340600,"Census Tract 3406, Cook County, Illinois",403,36,128,37,128,37,4,6,124,36,13,19,111,37,0,11,0,11,0,11,275,43,71,24,15,14,56,24,0,11,56,24,204,45,90,44,114,42
1400000US17031350100,17031350100,"Census Tract 3501, Cook County, Illinois",1484,91,88,57,88,57,30,28,58,55,0,11,58,55,0,11,0,11,0,11,1396,100,187,62,97,46,90,46,19,24,71,45,1209,109,627,100,582,103
1400000US17031350400,17031350400,"Census Tract 3504, Cook County, Illinois",508,63,230,58,230,58,3,6,227,57,11,13,216,55,0,11,0,11,0,11,278,51,88,36,8,11,80,36,4,6,76,35,190,53,97,43,93,40
1400000US17031351000,17031351000,"Census Tract 3510, Cook County, Illinois",2137,102,364,132,364,132,111,82,253,115,21,32,232,113,0,11,0,11,0,11,1773,151,333,144,152,88,181,101,30,50,151,87,1440,163,554,132,886,178
1400000US17031351100,17031351100,"Census Tract 3511, Cook County, Illinois",757,64,350,83,350,83,0,11,350,83,2,4,348,83,0,11,0,11,0,11,407,78,137,54,45,35,92,46,0,11,92,46,270,71,52,30,218,69
1400000US17031351400,17031351400,"Census Tract 3514, Cook County, Illinois",742,63,223,59,223,59,11,9,212,59,0,11,212,59,0,11,0,11,0,11,519,74,104,54,29,30,75,44,10,13,65,42,415,76,148,51,267,67
1400000US17031351500,17031351500,"Census Tract 3515, Cook County, Illinois",160,38,39,21,39,21,11,11,28,18,0,11,28,18,0,11,0,11,0,11,121,40,57,33,39,27,18,19,9,15,9,13,64,29,32,19,32,20
1400000US17031360200,17031360200,"Census Tract 3602, Cook County, Illinois",669,47,353,77,353,77,17,23,336,80,17,23,319,76,0,11,0,11,0,11,316,75,100,49,34,33,66,39,5,7,61,38,216,73,93,50,123,60
1400000US17031380100,17031380100,"Census Tract 3801, Cook County, Illinois",915,95,213,65,213,65,36,36,177,59,0,11,177,59,0,11,0,11,0,11,702,106,141,51,89,39,52,33,6,10,46,30,561,103,266,91,295,86
1400000US17031380200,17031380200,"Census Tract 3802, Cook County, Illinois",1091,71,100,41,100,41,56,43,44,38,0,11,44,38,0,11,0,11,0,11,991,88,233,85,189,80,44,39,0,11,44,39,758,100,211,77,547,105
1400000US17031380500,17031380500,"Census Tract 3805, Cook County, Illinois",287,52,117,47,117,47,0,11,117,47,0,11,117,47,0,11,0,11,0,11,170,60,81,44,18,23,63,38,11,12,52,36,89,49,28,29,61,39
1400000US17031380700,17031380700,"Census Tract 3807, Cook County, Illinois",514,65,106,49,93,44,10,12,83,42,0,11,83,42,13,20,0,11,13,20,408,77,59,28,49,29,10,13,7,12,3,5,349,75,122,58,227,66
1400000US17031381200,17031381200,"Census Tract 3812, Cook County, Illinois",969,94,209,95,209,95,45,43,164,85,10,16,154,84,0,11,0,11,0,11,760,104,177,77,67,55,110,52,0,11,110,52,583,112,273,114,310,97
1400000US17031381400,17031381400,"Census Tract 3814, Cook County, Illinois",638,83,272,72,272,72,65,43,207,69,53,44,154,69,0,11,0,11,0,11,366,87,113,53,42,35,71,43,6,11,65,42,253,95,109,81,144,63
1400000US17031381500,17031381500,"Census Tract 3815, Cook County, Illinois",93,33,32,16,32,16,0,11,32,16,0,11,32,16,0,11,0,11,0,11,61,32,27,25,27,25,0,11,0,11,0,11,34,22,8,9,26,24
1400000US17031381700,17031381700,"Census Tract 3817, Cook County, Illinois",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US17031381800,17031381800,"Census Tract 3818, Cook County, Illinois",553,65,86,45,86,45,30,33,56,33,5,8,51,35,0,11,0,11,0,11,467,68,104,46,53,35,51,36,0,11,51,36,363,76,215,82,148,51
1400000US17031381900,17031381900,"Census Tract 3819, Cook County, Illinois",585,59,124,48,124,48,17,17,107,45,6,9,101,45,0,11,0,11,0,11,461,64,121,50,57,39,64,33,12,14,52,29,340,73,181,68,159,59
1400000US17031390100,17031390100,"Census Tract 3901, Cook County, Illinois",535,55,238,50,238,50,109,44,129,52,8,9,121,50,0,11,0,11,0,11,297,67,85,40,48,29,37,27,8,11,29,25,212,60,68,35,144,58
1400000US17031390200,17031390200,"Census Tract 3902, Cook County, Illinois",839,76,220,73,220,73,87,40,133,63,0,11,133,63,0,11,0,11,0,11,619,90,148,57,52,34,96,47,40,27,56,32,471,98,207,86,264,77
1400000US17031390300,17031390300,"Census Tract 3903, Cook County, Illinois",1383,99,399,91,399,91,32,25,367,95,22,24,345,97,0,11,0,11,0,11,984,108,172,63,32,33,140,53,61,35,79,51,812,115,313,96,499,104
1400000US17031390400,17031390400,"Census Tract 3904, Cook County, Illinois",1442,127,289,94,289,94,21,22,268,90,34,38,234,87,0,11,0,11,0,11,1153,138,165,69,86,54,79,46,41,35,38,37,988,145,488,120,500,132
1400000US17031390500,17031390500,"Census Tract 3905, Cook County, Illinois",713,67,208,53,208,53,130,46,78,35,21,21,57,30,0,11,0,11,0,11,505,69,168,42,102,40,66,32,36,23,30,20,337,64,124,53,213,57
1400000US17031390600,17031390600,"Census Tract 3906, Cook County, Illinois",865,49,221,36,216,37,126,30,90,34,37,24,53,31,5,9,5,9,0,11,644,58,271,56,201,45,70,42,21,26,49,33,373,71,190,69,183,64
1400000US17031390700,17031390700,"Census Tract 3907, Cook County, Illinois",3353,197,388,154,388,154,276,111,112,91,0,15,112,91,0,15,0,15,0,15,2965,210,683,179,443,153,240,120,0,15,240,120,2282,233,896,202,1386,218
1400000US17031400300,17031400300,"Census Tract 4003, Cook County, Illinois",525,68,205,56,198,58,29,22,169,61,9,14,160,61,7,14,0,11,7,14,320,79,139,63,46,33,93,55,36,40,57,37,181,66,71,52,110,47
1400000US17031400400,17031400400,"Census Tract 4004, Cook County, Illinois",689,94,310,80,310,80,21,18,289,81,13,21,276,78,0,11,0,11,0,11,379,82,104,50,17,15,87,50,9,14,78,50,275,75,131,59,144,60
1400000US17031400500,17031400500,"Census Tract 4005, Cook County, Illinois",754,88,398,88,393,87,37,34,356,89,70,52,286,90,5,7,0,11,5,7,356,78,122,50,46,34,76,37,25,24,51,34,234,70,103,50,131,51
1400000US17031400800,17031400800,"Census Tract 4008, Cook County, Illinois",1044,85,548,98,548,98,74,59,474,84,21,34,453,79,0,11,0,11,0,11,496,112,100,66,12,14,88,63,33,39,55,51,396,92,145,69,251,82
1400000US17031410100,17031410100,"Census Tract 4101, Cook County, Illinois",1108,74,183,72,183,72,105,58,78,52,8,13,70,50,0,11,0,11,0,11,925,102,195,60,157,66,38,34,0,11,38,34,730,103,316,85,414,89
1400000US17031410200,17031410200,"Census Tract 4102, Cook County, Illinois",567,64,118,37,118,37,89,38,29,20,0,11,29,20,0,11,0,11,0,11,449,69,81,37,74,36,7,14,0,11,7,14,368,65,161,45,207,62
1400000US17031410500,17031410500,"Census Tract 4105, Cook County, Illinois",1158,102,300,77,300,77,150,46,150,70,10,15,140,69,0,11,0,11,0,11,858,111,165,67,108,46,57,53,18,19,39,49,693,117,269,87,424,99
1400000US17031410600,17031410600,"Census Tract 4106, Cook County, Illinois",1090,79,221,90,221,90,171,79,50,49,10,15,40,47,0,11,0,11,0,11,869,118,167,81,121,55,46,54,0,11,46,54,702,97,387,98,315,99
1400000US17031410700,17031410700,"Census Tract 4107, Cook County, Illinois",1058,58,94,41,77,45,50,40,27,32,0,11,27,32,17,23,17,23,0,11,964,67,278,78,200,78,78,57,53,45,25,31,686,101,369,90,317,109
1400000US17031410800,17031410800,"Census Tract 4108, Cook County, Illinois",1568,140,383,134,383,134,149,59,234,131,46,59,188,121,0,11,0,11,0,11,1185,151,263,83,117,54,146,78,38,59,108,81,922,150,523,113,399,109
1400000US17031410900,17031410900,"Census Tract 4109, Cook County, Illinois",1588,88,229,73,229,73,152,61,77,56,18,19,59,51,0,11,0,11,0,11,1359,93,272,90,204,73,68,63,3,7,65,62,1087,108,441,94,646,115
1400000US17031411000,17031411000,"Census Tract 4110, Cook County, Illinois",1905,178,140,99,140,99,95,83,45,59,0,11,45,59,0,11,0,11,0,11,1765,196,350,76,286,73,64,39,25,27,39,29,1415,205,599,160,816,165
1400000US17031411100,17031411100,"Census Tract 4111, Cook County, Illinois",928,45,240,41,240,41,207,35,33,33,0,11,33,33,0,11,0,11,0,11,688,57,249,56,242,55,7,9,0,11,7,9,439,77,200,51,239,65
1400000US17031411200,17031411200,"Census Tract 4112, Cook County, Illinois",728,55,195,37,195,37,144,33,51,29,0,11,51,29,0,11,0,11,0,11,533,51,261,50,261,50,0,11,0,11,0,11,272,52,112,39,160,52
1400000US17031420100,17031420100,"Census Tract 4201, Cook County, Illinois",705,61,153,37,153,37,33,25,120,42,27,26,93,45,0,11,0,11,0,11,552,67,81,41,40,24,41,31,5,8,36,28,471,62,162,54,309,61
1400000US17031420200,17031420200,"Census Tract 4202, Cook County, Illinois",675,44,241,64,241,64,103,52,138,60,0,11,138,60,0,11,0,11,0,11,434,72,87,43,27,20,60,40,0,11,60,40,347,72,166,56,181,59
1400000US17031420300,17031420300,"Census Tract 4203, Cook County, Illinois",568,72,110,39,110,39,58,31,52,29,11,16,41,24,0,11,0,11,0,11,458,77,136,55,94,57,42,26,0,11,42,26,322,74,183,63,139,58
1400000US17031420400,17031420400,"Census Tract 4204, Cook County, Illinois",609,77,121,40,121,40,65,38,56,35,0,11,56,35,0,11,0,11,0,11,488,69,173,48,112,37,61,50,19,26,42,40,315,61,121,52,194,51
1400000US17031420500,17031420500,"Census Tract 4205, Cook County, Illinois",936,119,218,90,218,90,62,45,156,86,0,11,156,86,0,11,0,11,0,11,718,117,204,70,75,49,129,53,26,26,103,54,514,108,257,87,257,78
1400000US17031420600,17031420600,"Census Tract 4206, Cook County, Illinois",722,88,286,70,286,70,29,32,257,71,15,13,242,71,0,11,0,11,0,11,436,80,152,64,47,36,105,56,6,9,99,55,284,72,114,54,170,60
1400000US17031420700,17031420700,"Census Tract 4207, Cook County, Illinois",1165,118,311,96,311,96,70,49,241,92,0,11,241,92,0,11,0,11,0,11,854,111,326,113,87,54,239,90,84,67,155,76,528,112,326,113,202,84
1400000US17031420800,17031420800,"Census Tract 4208, Cook County, Illinois",773,88,356,81,356,81,93,53,263,72,14,19,249,66,0,11,0,11,0,11,417,90,172,60,38,25,134,60,25,19,109,56,245,71,136,55,109,52
1400000US17031421200,17031421200,"Census Tract 4212, Cook County, Illinois",617,66,166,66,166,66,38,32,128,58,50,43,78,38,0,11,0,11,0,11,451,70,87,44,59,43,28,25,0,11,28,25,364,64,187,63,177,56
1400000US17031430101,17031430101,"Census Tract 4301.01, Cook County, Illinois",1592,200,458,160,458,160,77,80,381,163,50,57,331,148,0,11,0,11,0,11,1134,215,395,159,76,54,319,152,41,43,278,143,739,188,229,98,510,165
1400000US17031430102,17031430102,"Census Tract 4301.02, Cook County, Illinois",1814,132,336,137,336,137,160,98,176,109,24,38,152,102,0,11,0,11,0,11,1478,171,222,106,45,37,177,103,58,80,119,66,1256,187,642,166,614,144
1400000US17031430200,17031430200,"Census Tract 4302, Cook County, Illinois",2307,226,773,258,773,258,229,141,544,248,0,11,544,248,0,11,0,11,0,11,1534,287,327,143,132,80,195,121,29,33,166,121,1207,290,438,212,769,252
1400000US17031430300,17031430300,"Census Tract 4303, Cook County, Illinois",836,95,406,107,406,107,66,62,340,85,47,45,293,86,0,11,0,11,0,11,430,103,84,35,34,23,50,27,39,26,11,18,346,100,127,63,219,79
1400000US17031430400,17031430400,"Census Tract 4304, Cook County, Illinois",1107,127,306,107,306,107,86,58,220,95,15,24,205,95,0,11,0,11,0,11,801,137,244,112,90,63,154,79,33,41,121,69,557,147,315,143,242,92
1400000US17031430500,17031430500,"Census Tract 4305, Cook County, Illinois",1632,130,478,113,462,110,75,57,387,106,40,41,347,100,16,25,16,25,0,11,1154,126,192,70,146,70,46,25,0,11,46,25,962,134,403,115,559,136
1400000US17031430600,17031430600,"Census Tract 4306, Cook County, Illinois",716,63,270,73,265,74,26,18,239,72,66,58,173,63,5,8,0,11,5,8,446,72,138,48,88,39,50,30,13,20,37,26,308,73,142,68,166,61
1400000US17031430700,17031430700,"Census Tract 4307, Cook County, Illinois",1194,98,189,96,189,96,0,11,189,96,68,62,121,72,0,11,0,11,0,11,1005,122,227,93,99,62,128,79,65,58,63,51,778,131,455,114,323,108
1400000US17031430800,17031430800,"Census Tract 4308, Cook County, Illinois",755,58,163,65,163,65,36,30,127,54,11,17,116,53,0,11,0,11,0,11,592,65,245,70,213,75,32,25,10,20,22,15,347,74,135,57,212,71
1400000US17031430900,17031430900,"Census Tract 4309, Cook County, Illinois",642,67,156,47,156,47,28,29,128,47,33,30,95,42,0,11,0,11,0,11,486,74,165,59,74,36,91,50,23,22,68,42,321,75,104,54,217,67
1400000US17031431200,17031431200,"Census Tract 4312, Cook County, Illinois",1153,70,372,83,372,83,198,72,174,82,14,23,160,82,0,11,0,11,0,11,781,90,442,107,181,66,261,107,62,58,199,98,339,84,133,64,206,71
1400000US17031431301,17031431301,"Census Tract 4313.01, Cook County, Illinois",1231,158,473,126,473,126,29,35,444,117,0,11,444,117,0,11,0,11,0,11,758,147,279,106,90,50,189,104,72,56,117,88,479,133,166,89,313,97
1400000US17031431302,17031431302,"Census Tract 4313.02, Cook County, Illinois",1399,154,539,124,509,126,79,56,430,120,0,11,430,120,30,48,30,48,0,11,860,142,179,75,12,19,167,76,12,19,155,78,681,137,215,99,466,125
1400000US17031431400,17031431400,"Census Tract 4314, Cook County, Illinois",3151,217,657,172,657,172,129,84,528,175,101,78,427,163,0,15,0,15,0,15,2494,256,358,131,196,109,162,92,34,44,128,88,2136,248,1025,214,1111,209
1400000US17031440101,17031440101,"Census Tract 4401.01, Cook County, Illinois",1593,177,457,136,448,133,125,85,323,114,54,34,269,108,9,16,0,11,9,16,1136,192,378,135,54,50,324,129,142,84,182,107,758,166,246,87,512,146
1400000US17031440102,17031440102,"Census Tract 4401.02, Cook County, Illinois",1538,136,442,105,442,105,104,60,338,105,8,13,330,102,0,11,0,11,0,11,1096,141,260,112,121,91,139,72,75,57,64,51,836,121,509,125,327,97
